Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Australia,AUS,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,66.13968137,65.08601887,63.73536043,58.91468998,57.33065732,58.19728685,57.87128734,56.36748806,54.92838775,54.2094804,54.30315814,51.64134474,52.80721057,53.35020431,..
Australia,AUS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,29.10401374,30.46777166,30.41766773,33.17868832,34.11871826,31.84077667,32.26930082,33.9754735,35.8007665,37.14824015,38.26133083,36.89936585,38.81812722,38.93836138,..
Australia,AUS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,0.325861174,0.32132995,0.580729715,0.53614499,0.530859139,0.733413774,0.663461217,0.872028898,0.902051645,0.486653073,0.548493109,0.507000879,0.516493871,0.585972717,..
Australia,AUS,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1.289696107,1.391053109,1.47286591,1.267552983,1.363384923,1.561892269,1.502281588,1.642169413,1.541765614,1.683618506,1.847377198,1.80572116,1.785386185,1.749861176,..
Australia,AUS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,0.485856852,0.146020026,0.328274588,0.176863674,0.382655001,0.316858859,0.530094057,0.420344555,0.090426992,0.072772585,0.232902268,0.285548073,0.503940117,0.695597762,..
Australia,AUS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,0.888730561,0.930538663,0.955035341,1.210184891,1.146405074,1.215470289,1.355616564,1.335472587,1.603878169,2.286385435,2.290013219,2.327554439,2.311061184,2.09418729,..
Australia,AUS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,0.993891166,0.84725192,0.77195799,0.671498572,1.301853555,2.041969459,2.331763383,2.020971409,1.96207443,1.105555663,0.960629795,0.956418984,0.977985684,0.793877688,..
Australia,AUS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,33.0880496,34.10396533,34.52653128,37.04093343,38.84387595,37.71038132,38.65251763,40.26646036,41.90096335,42.78322541,44.14074642,42.78160938,44.91299427,44.85785801,..
Australia,AUS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,35.21057816,35.9505489,36.76770833,34.46865848,36.1451092,36.90502521,33.47763172,31.41263033,32.52690291,29.31025843,32.16081125,34.60088681,34.37019131,35.26998667,34.47273883
Australia,AUS,Methane emissions (% change from 1990),EN.ATM.METH.ZG,3.417281806,17.76986539,6.161528441,10.75293096,6.447242727,7.772767511,9.064866328,..,..,..,..,..,..,..,..
Australia,AUS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,147870,144830,128530,131460,119320,168820,166730,127150,135190,133430,118280,139810,139070,..,..
Australia,AUS,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,34900,36400,36490,36260,36200,35600,35740,35320,33710,37170,38600,38890,39180,..,..
Australia,AUS,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.822330926,1.815342245,1.798547172,1.926908956,1.856791362,1.757078228,1.671015795,1.639720581,1.772233857,1.951027863,2.083689225,1.997577266,1.890622246,1.879743267,2.063042777
Australia,AUS,Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,5.264887018,5.284417927,5.126110534,5.091182864,5.020280657,4.836930627,4.568986829,4.494058022,4.810116152,5.224688287,5.59138396,5.437088515,5.130132674,4.889854056,4.637739536
Australia,AUS,Military expenditure (current LCU),MS.MIL.XPND.CN,18910000000,20539000000,22214000000,24310500000,25311000000,25785000000,25320000000,25715000000,28603500000,32005500000,35495000000,36121950000,35933450000,37262000000,..
Australia,AUS,Military expenditure (current USD),MS.MIL.XPND.CD,14239779513,17186440962,18633092318,18960138513,23217692816,26597198655,26216580848,24825262589,25783708714,24046205860,26382947050,27691112417,26839820914,26079346314,27536235375
Australia,AUS,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,2.811770384,4.260107377,4.132836036,2.378397143,4.865812177,5.034801584,3.046634155,3.55389151,2.915917293,1.850319142,2.5834771,3.179466483,2.851888055,2.973365427,..
Australia,AUS,Mobile cellular subscriptions,IT.CEL.SETS,19760000,21260000,22120000,22200000,22500000,23789000,24338000,24940000,25060000,25770000,26551000,26660000,27640000,27535000,27454000
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,96.26672665,101.6430022,103.6926101,102.0649721,101.558682,105.5506209,106.2611564,107.2461548,106.2025331,107.6778349,109.4312952,108.4417819,111.012255,109.2520084,107.6632349
Australia,AUS,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,113.9612066,120.7813095,121.9528539,122.6334485,125.4956583,122.3348414,121.2837239,124.782324,128.5068158,136.31738,142.4231683,140.2926654,139.5259087,135.8407547,141.9594047
Australia,AUS,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,8,7.9,7.1,7.1,6.5,5.9,5.8,5.3,5.4,5.2,5.6,5.2,4.8,4.9,..
Australia,AUS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,10.9,10.6,10.5,10.1,9.9,9.8,9.3,9.3,9.3,9.3,9,8.7,8.7,8.6,..
Australia,AUS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,8.3,8.2,8.1,7.9,7.6,7.6,7.4,7.2,7.3,7.3,7.1,6.9,6.9,6.8,..
Australia,AUS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,13.4,13,12.7,12.2,12.1,11.9,11.3,11.4,11.2,11.3,10.9,10.5,10.6,10.4,..
Australia,AUS,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,..,..,..,..,..,..,..,..,..,..,8.4,..,..,..,..
Australia,AUS,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..
Australia,AUS,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..
Australia,AUS,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,..
Australia,AUS,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,..
Australia,AUS,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,..
Australia,AUS,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..
Australia,AUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,48.235,48.119,46.643,47.91,45.704,46.069,44.403,44.986,44.801,45.201,44.673,43.338,42.796,..,..
Australia,AUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,82.945,84.729,81.993,81.768,78.634,78.281,75.68,75.444,76.85,78.264,75.835,74.463,73.167,..,..
Australia,AUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.7,4.5,4.4,4.2,4,3.8,3.6,3.5,3.3,3.3,3.2,3.1,3.1,3.1,..
Australia,AUS,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.2,4.1,3.9,3.8,3.6,3.4,3.3,3.2,3.1,3,2.9,2.9,2.8,2.8,..
Australia,AUS,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,5.1,4.9,4.8,4.6,4.4,4.2,3.9,3.8,3.6,3.5,3.5,3.4,3.4,3.3,..
Australia,AUS,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,3.1,3,2.9,2.8,2.7,2.6,2.5,2.4,2.4,2.3,2.3,2.3,2.3,2.3,..
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.6,5.4,5.2,5,4.8,4.5,4.3,4.1,4,3.9,3.8,3.7,3.7,3.6,..
Australia,AUS,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,5,4.8,4.7,4.5,4.3,4.1,3.9,3.7,3.6,3.5,3.4,3.4,3.3,3.3,..
Australia,AUS,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,6.1,5.9,5.7,5.5,5.2,5,4.7,4.5,4.3,4.2,4.1,4,4,3.9,..
Australia,AUS,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Multidimensional poverty headcount ratio, male (% of male population)",SI.POV.MDIM.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.301830423,0.297929799,0.293955363,0.376795044,0.303571022,0.338182601,0.341825019,0.321953493,0.434860869,0.637893502,0.576892049,0.693519469,1.339103517,1.202242825,..
Australia,AUS,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,1.575725339,1.746468089,2.165864133,2.037067163,-0.043267387,0.117533118,0.425620458,0.927744259,1.519083158,1.108518338,1.171122782,3.038577008,1.240154499,0.840076203,..
Australia,AUS,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,15701000000,18977000000,25499000000,25670000000,-563000000,1665000000,6382000000,14253000000,24283000000,18009000000,19449000000,53551000000,22925000000,16404000000,..
Australia,AUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,145.3567283,152.3644109,174.4629064,162.8983843,178.7263134,200.2885825,181.8145129,176.8117884,164.9852955,148.1965091,147.9984555,172.4928872,175.7199208,192.9905599,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",DC.DAC.CZEL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,248031588,-202444781.6,-382547366.6,-347860764.4,-286810500.4,-360449770.9,-408619773,-460610690.4,-359658322,-456482468.9,-606892117.5,-387546906.5,-361403401.5,-554094269,-743040882
Australia,AUS,Net domestic credit (current LCU),FM.AST.DOMS.CN,1.18E+12,1.59E+12,1.88E+12,1.90E+12,2.00E+12,2.14E+12,2.25E+12,2.39E+12,2.63E+12,2.85E+12,3.03E+12,3.11E+12,3.27E+12,4.40E+12,5.24E+12
Australia,AUS,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,1356186808,1433380749,1347438100,984679405.4,866990425.4,2060145687,-8435349686,-6298262140,-565136092.1,-922580214.8,1040385751,-6146977215,-5686323047,-1865784236,-4101973851
Australia,AUS,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-43714374664,-62931241088,-51156776269,-48261682640,-44133960646,-42731460138,-73326879492,-54632442052,-44322192040,-58336270695,-40601918415,-42486229754,-35833195813,5614207292,28982860549
Australia,AUS,"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net foreign assets (current LCU),FM.AST.NFRG.CN,-2.29E+11,-3.24E+11,-3.32E+11,-3.79E+11,-3.37E+11,-3.17E+11,-3.31E+11,-3.34E+11,-3.33E+11,-3.26E+11,-3.16E+11,-3.22E+11,-3.60E+11,-1.38E+11,-4.62E+11
Australia,AUS,"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,-0.153046376,0.115498627,0.257960288,4.467977891,3.974067234,3.772424825,3.440509838,2.386046539,3.682821092,3.748181861,3.536972652,5.074867891,1.552884407,0.896357826,..
Australia,AUS,"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,-1525000000,1255000000,3037000000,56303000000,51711000000,53441000000,51589000000,36657000000,58871000000,60893000000,58739000000,89438000000,28706000000,17503000000,..
Australia,AUS,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,0.000825045,0.000801128,0.000829516,0.000959096,0.001127258,0.000980219,0.0009228,0.000584779,0.000831514,0.000900775,0.000841385,..,..,..,..
Australia,AUS,Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,8221000,8705000,9766000,12086000,14668000,13886000,13837000,8984000,13292000,14634000,13973000,..,..,..,..
Australia,AUS,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,1.727968849,1.633822416,1.90637494,-2.442576053,-4.028708641,-3.790354802,-3.141068306,-1.483427466,-2.21040581,-2.610794897,-2.332731584,-1.750255763,-0.500389492,-0.151023209,..
Australia,AUS,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,17218000000,17753000000,22444000000,-30780000000,-52422000000,-53695000000,-47099000000,-22790000000,-35334000000,-42415000000,-38740000000,-30846000000,-9250000000,-2949000000,..
Australia,AUS,Net migration,SM.POP.NETM,..,1210802,..,..,..,..,989375,..,..,..,..,791229,..,..,..
Australia,AUS,Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,0.046427407,0.061845076,0.067599955,0.060406437,0.071873681,0.077088247,0.083343739,0.067931294,0.063533275,0.056558179,0.043343872,..,..,..,..
Australia,AUS,"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,334070000,511590000,631930000,568140000,852100000,1118050000,1247560000,994760000,885840000,678750000,534410000,..,..,..,..
Australia,AUS,"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,0.295,0.323,0.316,0.294,0.323,0.344,0.361,0.331,0.314,0.291,0.266,..,..,..,..
Australia,AUS,"Net ODA provided, total (constant 2015 US$)",DC.ODA.TOTL.KD,2609154000,2829469000,2983572000,2943675000,3290942000,3645048000,3951681000,3755248000,3629247000,3493610000,3304582000,..,..,..,..
Australia,AUS,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,2123220000,2668520000,2954070000,2761610000,3826100000,4982910000,5402700000,4845550000,4382420000,3493610000,3277520000,..,..,..,..
Australia,AUS,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net official aid received (constant 2018 US$),DT.ODA.OATL.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net official aid received (current US$),DT.ODA.OATL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net official development assistance received (constant 2018 US$),DT.ODA.ODAT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net official development assistance received (current US$),DT.ODA.ODAT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNEP (current US$)",DT.NFL.UNEP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNIDIR (current US$)",DT.NFL.UNID.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, UNWTO (current US$)",DT.NFL.UNWT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
